clientes_dia,horas_abierto,publicidad_soles,promociones_activas,empleados_turno,precio_promedio,visitas_redes,productos_vendidos,tiempo_espera_min,ticket_promedio,dia_semana,feriado,clima,zona,evento_especial,turno,tipo_local,sector,método_pago_predominante,competencia_cerca,ventas_soles
107,4.763.194.218.505.680,25.286.060.398.975.300,1,8,3.789.660.912.477.390,324,353,20.172.216.201.855.000,36.968.414.571.069.600,Jueves,No,Nublado,Comercial,No,Tarde,Servicio,Otros,Tarjeta,Baja,6824.01
136,7.429.616.167.891.460,6.922.883.824.563.470,0,9,27.552.498.285.342.700,912,250,8.022.246.653.427.030,7.784.572.586.564.140,Sábado,No,Nublado,Residencial,Sí,Mañana,Restaurante,Ropa,Tarjeta,Baja,8762.26
119,4.233.358.109.162.110,434.751.043.658.171,1,5,21.600.407.458.426.700,856,76,27.479.791.444.939.600,22.886.440.674.525.800,Sábado,No,Nublado,Comercial,No,Tarde,Servicio,Alimentos,Plin,Baja,4931.48
123,7.847.121.172.824.070,9.349.671.867.511.940,0,8,975.276.703.677.812,166,156,12.740.228.614.786.700,55.453.931.697.386.700,Sábado,No,Soleado,Comercial,No,Noche,Servicio,Ropa,Plin,Media,7152.57
171,9.299.472.093.608.540,1.345.592.481.512.080,3,1,3.795.081.125.926.500,341,320,11.632.815.236.910.300,13.471.616.211.057.300,Sábado,No,Nublado,Comercial,No,Mañana,Restaurante,Tecnología,Tarjeta,Alta,8904.39
150,49.480.209.887.852.100,5.359.493.587.690.180,0,1,19.445.891.474.790.400,320,244,203.703.009.504.139,12.361.759.336.476.800,Jueves,No,Nublado,Industrial,No,Mañana,Servicio,Otros,Efectivo,Baja,7984.84
169,6.311.079.511.273.320,9.225.954.539.209.650,2,7,16.939.583.152.910.000,496,36,12.708.904.966.191.000,12.477.764.446.048.400,Martes,No,Nublado,Comercial,No,Noche,Restaurante,Tecnología,Plin,Alta,4885.7
72,7.182.693.004.017.250,9.089.079.774.555.290,4,6,3.435.436.406.990.970,206,213,5.549.418.893.944.710,15.674.781.540.834.700,Sábado,No,Soleado,Comercial,No,Mañana,Tienda,Alimentos,Plin,Media,7240.94
21,11.356.248.197.248.300,19.870.275.274.495.400,0,5,3.015.549.016.685.780,621,145,5.940.036.400.282.630,423.292.127.909.085,Sábado,No,Nublado,Industrial,No,Mañana,Servicio,Ropa,Efectivo,Alta,2055.99
107,11.946.040.123.383.700,39.830.581.509.163.300,4,5,21.308.478.881.598.500,233,81,3.517.250.039.381.860,44.384.027.008.457.600,Martes,No,Nublado,Comercial,No,Noche,Tienda,Tecnología,Yape,Baja,5044.04
177,4.359.290.391.964.920,6.381.653.300.443.610,2,9,33.866.936.186.251.400,473,395,12.694.257.700.894.600,15.482.709.637.561.300,Miércoles,No,Soleado,Industrial,No,Tarde,Restaurante,Alimentos,Plin,Alta,9310.08
57,10.088.063.387.963.100,20.142.514.053.283.200,4,1,1.720.496.841.728.530,705,75,6.665.880.693.877.940,10.736.550.737.835.700,Martes,No,Lluvioso,Industrial,No,Mañana,Restaurante,Alimentos,Tarjeta,Alta,2517.99
149,6.973.792.531.218.740,9.696.210.634.434.510,2,8,40.767.361.772.194.700,722,422,16.837.021.895.243.900,13.437.163.580.581.600,Jueves,No,Nublado,Industrial,No,Tarde,Servicio,Alimentos,Efectivo,Alta,10246.94
40,713.966.548.983.584,9.190.118.622.912.770,4,2,15.319.352.763.844.400,650,471,14.527.494.789.566.200,9.681.282.059.607.750,Viernes,No,Lluvioso,Comercial,No,Noche,Servicio,Alimentos,Tarjeta,Alta,7965.57
180,1.003.411.978.677.610,20.860.267.008.274.500,4,7,12.147.696.292.190.700,65,52,4.582.420.995.452.070,8.399.527.382.898.020,Domingo,No,Nublado,Residencial,No,Mañana,Servicio,Otros,Efectivo,Alta,6215.78
77,11.347.411.457.163.200,16.509.768.819.793.600,1,6,4.020.977.342.744.930,975,160,14.106.481.890.690.600,9.633.843.528.579.670,Miércoles,No,Soleado,Comercial,No,Tarde,Restaurante,Alimentos,Yape,Media,3939.97
41,11.607.428.756.020.300,13.113.805.866.785.200,0,2,36.855.141.381.406.900,810,156,5.217.337.077.054.640,1.584.903.615.576.840,Viernes,Sí,Lluvioso,Residencial,No,Noche,Servicio,Alimentos,Plin,Baja,3181.06
108,8.616.980.688.306.560,9.139.714.808.347.990,4,3,13.218.753.906.580.900,147,474,12.639.972.325.773.500,16.367.718.395.618.200,Sábado,No,Soleado,Residencial,Sí,Mañana,Tienda,Tecnología,Yape,Alta,9308.16
68,68.569.692.744.040.200,23.394.261.930.568.700,3,4,10.231.058.871.047.200,665,294,1.029.907.289.442.860,1.589.255.265.581.950,Viernes,No,Lluvioso,Industrial,No,Mañana,Servicio,Ropa,Plin,Alta,4936.0
78,10.300.392.686.870.200,445.470.682.117.137,1,7,42.727.958.981.901.100,349,338,13.057.968.047.853.900,13.660.500.197.669.000,Jueves,No,Soleado,Industrial,No,Tarde,Restaurante,Alimentos,Efectivo,Baja,8358.03
189,6.008.011.066.098.400,47.640.879.736.940.200,0,8,3.994.693.169.885.090,796,225,14.665.651.813.840.500,5.587.104.528.990.970,Viernes,No,Lluvioso,Industrial,No,Mañana,Tienda,Ropa,Tarjeta,Baja,7380.61
34,8.512.592.230.668.140,6.190.604.920.028.890,1,2,19.726.581.816.484.800,471,462,13.200.771.568.392.500,10.970.054.798.563.400,Lunes,No,Lluvioso,Industrial,Sí,Tarde,Tienda,Otros,Yape,Baja,6089.27
194,6.868.627.692.198.980,11.814.857.656.005.300,0,8,34.618.883.369.601.500,356,483,6.651.312.261.000.280,1.936.522.742.396.440,Miércoles,No,Lluvioso,Comercial,No,Tarde,Servicio,Alimentos,Efectivo,Baja,10442.67
70,925.304.858.966.301,2.654.206.865.304.900,2,9,10.587.208.394.651.400,323,77,12.403.048.740.932.200,8.212.184.736.446.720,Jueves,No,Nublado,Comercial,Sí,Mañana,Restaurante,Tecnología,Yape,Alta,4162.35
127,5.923.191.303.148.050,9.349.158.675.729.790,4,7,27.817.144.657.145.500,310,408,10.963.111.344.299.300,4.306.807.102.465.560,Martes,No,Lluvioso,Residencial,No,Noche,Restaurante,Tecnología,Efectivo,Baja,9000.88
74,5.532.743.565.878.600,9.129.896.019.051.410,3,1,5.842.863.142.718.890,288,111,18.624.513.916.431.400,14.237.073.343.924.200,Domingo,No,Lluvioso,Comercial,No,Mañana,Servicio,Ropa,Yape,Media,4292.61
83,11.345.912.693.403.400,7.922.261.150.354.070,1,6,22.622.084.641.469.900,985,138,14.016.641.368.326.700,7.784.700.457.553.350,Jueves,No,Nublado,Comercial,No,Noche,Restaurante,Otros,Efectivo,Alta,6054.1
150,4.814.429.463.596.290,6.843.118.333.730.460,1,8,836.792.696.621.323,823,292,7.523.455.282.775.630,1.479.613.593.049.420,Martes,No,Nublado,Residencial,No,Tarde,Servicio,Otros,Yape,Media,5704.68
70,8.047.663.261.879.450,360.656.430.071.297,1,5,26.381.623.107.059.700,381,384,2.882.307.919.747.580,1.849.941.547.980.960,Jueves,No,Soleado,Comercial,No,Tarde,Restaurante,Alimentos,Yape,Baja,6875.51
154,5.766.822.263.704.070,6.465.607.985.757.620,1,2,23.975.674.108.380.200,164,60,6.955.293.360.774.040,13.583.006.748.722.300,Lunes,No,Soleado,Comercial,No,Mañana,Tienda,Ropa,Efectivo,Media,5166.16
40,431.143.970.660.534,31.143.070.118.480.100,4,5,2.499.732.619.871.250,317,387,9.443.977.431.700.680,8.637.432.434.477.410,Miércoles,No,Nublado,Industrial,No,Mañana,Servicio,Alimentos,Yape,Alta,5551.69
92,4.288.150.546.331.410,9.141.073.603.010.880,0,8,7.039.908.592.159.730,61,85,9.021.245.751.174.730,19.990.426.135.635.600,Sábado,Sí,Nublado,Industrial,No,Mañana,Restaurante,Otros,Efectivo,Alta,7262.5
186,5.401.774.176.846.610,6.521.949.887.408.190,4,2,21.272.735.357.682.400,122,384,904.711.105.500.824,63.759.266.539.039.900,Sábado,Sí,Nublado,Residencial,No,Tarde,Restaurante,Alimentos,Yape,Alta,9012.2
37,10.934.162.836.048.000,11.831.138.145.062.300,2,1,3.904.177.320.949.620,923,218,4.581.749.964.124.270,45.554.972.214.554.300,Viernes,No,Nublado,Industrial,No,Mañana,Servicio,Alimentos,Plin,Alta,3367.01
151,6.259.829.951.816.210,9.135.553.093.939.170,4,4,21.601.146.800.912.900,455,34,9.857.834.291.896.640,9.809.963.115.292.440,Domingo,No,Nublado,Comercial,No,Noche,Tienda,Alimentos,Plin,Media,6590.67
108,11.603.673.364.602.300,9.598.783.252.674.110,4,4,3.718.273.786.743.110,866,315,13.703.807.672.887.200,10.593.316.893.394.300,Jueves,No,Soleado,Industrial,No,Noche,Restaurante,Alimentos,Yape,Alta,6910.48
79,865.297.834.391.355,12.382.679.747.213.900,2,9,21.626.542.563.517.900,227,307,644.133.725.172.241,7.741.644.220.823.190,Miércoles,No,Nublado,Industrial,No,Tarde,Servicio,Alimentos,Efectivo,Alta,3988.32
33,7.492.913.518.150.120,5.557.422.231.182.490,4,3,2.404.577.486.705.830,821,174,9.828.123.956.681.530,14.214.482.501.861.000,Miércoles,No,Nublado,Residencial,Sí,Tarde,Tienda,Tecnología,Plin,Alta,1519.45
28,8.640.710.677.355.630,3.381.960.681.034.610,0,4,30.375.145.077.316.900,995,423,4.415.818.098.101.440,44.934.238.266.361.200,Miércoles,No,Soleado,Comercial,No,Mañana,Restaurante,Tecnología,Yape,Baja,7173.26
109,8.133.587.081.810.140,4.231.971.226.573.320,3,3,4.778.068.715.631.870,308,484,16.759.342.826.418.200,10.696.455.435.265.300,Miércoles,No,Lluvioso,Residencial,No,Mañana,Restaurante,Alimentos,Yape,Media,9524.29
72,100.702.100.300.586,2.206.686.570.575.740,2,2,9.898.720.099.099.480,449,225,9.200.239.094.871.670,10.502.412.211.514.900,Miércoles,No,Soleado,Comercial,Sí,Noche,Restaurante,Otros,Efectivo,Baja,4398.44
149,6.259.968.527.782.810,599.168.496.911.792,1,4,6.481.119.589.752.810,319,455,1.665.697.230.593.160,16.651.942.030.951.100,Domingo,No,Soleado,Comercial,No,Noche,Servicio,Ropa,Tarjeta,Alta,10020.9
103,6.824.403.132.802.410,960.080.385.586.446,0,8,3.235.807.327.145.200,881,56,11.130.184.328.886.600,18.612.395.776.455.200,Viernes,No,Nublado,Comercial,No,Tarde,Servicio,Ropa,Efectivo,Baja,4899.0
111,11.152.754.420.266.000,5.279.189.702.580.280,3,1,4.770.936.900.177.910,681,156,10.384.937.769.224.600,13.602.051.600.502.500,Sábado,No,Lluvioso,Industrial,No,Mañana,Servicio,Otros,Tarjeta,Alta,5669.05
130,11.571.652.105.203.200,12.876.885.232.475.700,0,8,4.953.754.096.496.210,730,164,6.170.550.264.618.410,6.802.060.216.358.180,Viernes,No,Soleado,Residencial,No,Mañana,Tienda,Tecnología,Yape,Baja,6637.75
191,11.140.465.819.891.700,639.001.266.803.538,0,8,2.678.739.113.264.000,535,52,6.758.061.535.071.740,1.410.260.937.749.750,Jueves,No,Lluvioso,Comercial,No,Mañana,Restaurante,Ropa,Tarjeta,Alta,6525.39
27,7.355.583.951.658.500,3.732.118.447.286.940,1,3,26.063.672.948.829.400,629,360,13.848.653.110.682.100,5.776.051.455.569.510,Sábado,No,Soleado,Industrial,Sí,Mañana,Restaurante,Otros,Tarjeta,Alta,5029.58
194,10.242.924.024.055.000,863.128.930.111.733,3,6,3.402.336.968.353.380,108,146,11.838.707.573.228.700,19.364.343.419.111.200,Sábado,Sí,Nublado,Residencial,No,Noche,Tienda,Alimentos,Efectivo,Alta,8370.21
54,781.068.586.640.879,4.629.442.409.006.460,0,4,3.000.356.407.422.360,691,421,8.886.247.331.521.880,16.624.880.262.571.500,Martes,Sí,Soleado,Industrial,Sí,Mañana,Tienda,Otros,Tarjeta,Baja,6949.92
100,79.803.188.171.688.100,23.319.762.849.513.300,1,1,3.353.396.259.263.530,936,37,13.927.055.760.282.400,9.192.614.853.854.720,Jueves,No,Soleado,Industrial,No,Noche,Servicio,Alimentos,Tarjeta,Alta,2561.93
183,5.637.440.872.458.270,2.315.503.415.565.870,2,1,4.432.997.414.920.520,315,130,13.795.821.468.774.300,15.902.526.825.690.300,Domingo,No,Soleado,Comercial,No,Tarde,Restaurante,Alimentos,Yape,Baja,7416.85
69,8.729.042.426.068.130,7.803.259.716.851.020,1,5,3.858.377.762.694.240,124,290,9.185.180.693.545.690,8.764.457.261.876.250,Miércoles,No,Lluvioso,Residencial,No,Mañana,Tienda,Alimentos,Plin,Alta,6322.06
123,54.890.871.820.267.800,3.023.082.183.919.910,4,8,273.594.826.259.058,139,228,63.372.199.847.343.700,24.175.930.168.152.000,Martes,No,Lluvioso,Industrial,No,Noche,Tienda,Alimentos,Efectivo,Media,5421.3
151,665.251.759.253.755,7.788.717.244.512.610,1,1,2.578.390.065.500.760,554,115,23.846.493.686.532.300,14.428.608.587.011.500,Sábado,No,Nublado,Industrial,Sí,Noche,Tienda,Otros,Efectivo,Alta,6752.71
21,10.840.241.612.959.400,24.559.294.522.826.900,1,2,3.378.207.868.309.020,406,257,3.432.978.853.372.900,868.766.282.754.037,Domingo,No,Lluvioso,Industrial,Sí,Noche,Servicio,Ropa,Plin,Media,4953.25
153,5.656.606.473.686.840,3.556.020.502.662.430,1,7,25.506.782.798.913.300,203,415,1.051.542.697.285.120,18.676.076.518.893.300,Domingo,No,Lluvioso,Industrial,No,Mañana,Servicio,Ropa,Plin,Alta,8448.53
73,45.692.662.813.874.600,4.922.126.238.177.140,0,8,2.560.007.080.695.370,949,208,12.328.771.733.367.400,6.824.663.072.256.440,Jueves,No,Lluvioso,Comercial,No,Noche,Restaurante,Alimentos,Plin,Alta,5447.86
125,455.206.074.090.253,9.460.360.572.087.780,3,3,5.733.765.580.392.710,267,479,13.368.798.069.711.700,17.023.323.607.637.200,Martes,No,Nublado,Comercial,Sí,Noche,Servicio,Alimentos,Tarjeta,Alta,9539.07
23,11.526.276.164.024.800,9.351.448.535.161.330,1,8,12.832.886.183.328.800,535,269,9.231.082.582.042.360,1.392.831.905.892.850,Sábado,No,Nublado,Residencial,No,Tarde,Restaurante,Ropa,Yape,Alta,5952.49
73,8.055.363.503.694.670,24.652.828.165.117.300,1,1,26.983.113.799.808.800,589,41,16.320.532.717.066.900,17.213.167.706.429.900,Viernes,No,Nublado,Industrial,Sí,Mañana,Servicio,Otros,Efectivo,Alta,3311.42
165,7.275.296.574.536.140,3.903.080.891.809.190,4,9,4.201.940.565.726.660,179,332,43.567.438.826.828.500,6.545.755.664.777.550,Miércoles,No,Nublado,Comercial,No,Noche,Servicio,Ropa,Yape,Baja,9566.11
63,10.487.028.648.063.300,1.919.294.190.310.830,4,2,17.542.715.302.720.500,115,263,9.318.812.747.947.160,9.765.562.663.054.230,Domingo,Sí,Soleado,Residencial,No,Noche,Servicio,Alimentos,Tarjeta,Baja,4158.92
181,10.686.607.423.284.100,5.344.858.253.478.220,2,2,28.518.954.490.901.700,193,212,14.984.177.164.374.100,1.663.945.121.347.310,Martes,No,Nublado,Residencial,No,Mañana,Tienda,Ropa,Plin,Baja,8310.73
33,6.657.528.264.924.830,48.755.342.315.993.300,2,4,2.052.329.381.416.540,429,311,11.919.823.627.408.600,13.232.557.564.506.100,Lunes,No,Nublado,Comercial,No,Mañana,Servicio,Alimentos,Tarjeta,Media,5006.37
114,9.548.944.459.790.360,9.057.221.543.281.950,4,3,9.716.179.529.281.500,362,387,13.878.908.935.628.400,7.838.516.090.411.350,Miércoles,No,Soleado,Comercial,No,Noche,Restaurante,Otros,Plin,Alta,10026.99
67,10.168.982.526.815.000,933.505.108.901.519,3,4,4.812.343.173.820.850,456,405,14.457.085.506.227.100,107.279.168.884.767,Viernes,No,Soleado,Industrial,Sí,Mañana,Servicio,Tecnología,Efectivo,Alta,7771.64
34,9.237.205.494.927.630,4.143.890.214.569.270,2,6,4.346.032.416.126.350,456,458,11.271.229.456.607.300,19.925.863.792.902.200,Viernes,No,Lluvioso,Comercial,No,Mañana,Tienda,Alimentos,Tarjeta,Alta,8008.9
59,5.212.760.598.400.790,51.715.104.586.804,3,7,8.532.159.101.010.780,326,219,12.995.556.591.753.200,15.095.111.912.863.700,Jueves,No,Lluvioso,Comercial,No,Mañana,Tienda,Ropa,Yape,Media,7207.0
101,11.007.064.668.136.400,9.014.244.366.888.260,4,5,3.739.042.681.107.280,664,355,9.549.904.472.616.300,12.675.930.402.820.500,Domingo,No,Nublado,Comercial,No,Mañana,Restaurante,Tecnología,Yape,Media,8495.18
130,831.275.642.188.807,8.163.724.173.578.080,2,2,2.064.109.569.608.750,458,244,7.419.611.303.582.040,167.303.162.282.368,Sábado,No,Lluvioso,Residencial,No,Mañana,Restaurante,Ropa,Tarjeta,Media,7430.77
72,62.597.794.109.600.200,53.473.495.777.416.800,1,3,49.768.241.317.780.600,363,287,109.838.865.472.109,9.398.576.436.671.230,Lunes,No,Soleado,Comercial,No,Noche,Tienda,Ropa,Tarjeta,Media,4023.72
43,7.401.825.483.501.550,3.540.565.859.744.030,4,3,18.607.933.392.304,598,55,413.852.929.967.773,19.051.216.088.287.000,Martes,No,Lluvioso,Residencial,No,Noche,Servicio,Ropa,Yape,Baja,2128.65
173,4.300.568.723.191.250,4.506.855.298.393.190,2,5,15.743.230.041.316.900,298,299,25.369.805.667.377.000,11.488.403.345.218.100,Domingo,No,Lluvioso,Residencial,No,Tarde,Restaurante,Tecnología,Tarjeta,Media,6860.39
143,50.229.344.097.793.400,2.682.304.694.990.700,3,5,30.555.074.673.743.200,994,111,11.665.913.665.804.500,7.210.570.842.899.480,Jueves,No,Nublado,Comercial,Sí,Tarde,Restaurante,Alimentos,Tarjeta,Media,6369.28
60,10.124.374.004.126.800,23.959.303.510.114.100,3,4,42.580.677.350.444.100,510,387,14.414.615.101.802.100,2.634.379.573.861.010,Viernes,No,Soleado,Residencial,No,Mañana,Servicio,Tecnología,Tarjeta,Media,6117.91
176,4.000.093.078.042.920,8.589.528.126.589.560,2,8,1.366.334.923.189.090,448,214,908.471.065.259.233,8.138.209.165.697.240,Martes,No,Soleado,Industrial,Sí,Mañana,Servicio,Tecnología,Plin,Media,7268.62
34,7.332.526.627.858.330,6.612.012.388.162.720,3,6,3.692.312.463.736.990,717,317,7.755.593.193.970.040,11.804.129.163.694.800,Viernes,No,Lluvioso,Industrial,No,Noche,Servicio,Tecnología,Yape,Baja,5675.95
64,8.180.081.448.684.700,29.938.477.595.900.700,2,6,7.763.296.241.350.470,500,91,8.481.659.237.810.580,1.436.171.463.593.160,Viernes,No,Lluvioso,Residencial,No,Tarde,Tienda,Otros,Tarjeta,Alta,2932.67
84,4.437.075.360.007.770,9.972.981.950.974.740,2,1,46.352.063.439.972.300,520,400,7.698.498.581.387.650,17.627.217.165.310.300,Lunes,No,Lluvioso,Comercial,No,Mañana,Tienda,Otros,Yape,Media,7421.62
108,11.784.625.303.778.600,2.694.303.450.016.600,3,6,8.648.371.226.628.440,693,491,7.190.803.936.481.330,1.893.525.587.115.240,Miércoles,No,Nublado,Comercial,No,Mañana,Servicio,Tecnología,Efectivo,Baja,8719.42
90,58.090.026.499.973.700,8.118.182.551.943.200,0,3,46.140.411.935.487.300,608,59,14.258.499.718.046.900,2.946.623.077.441.420,Martes,No,Lluvioso,Residencial,No,Tarde,Restaurante,Tecnología,Tarjeta,Baja,3529.1
28,6.433.589.757.090.240,8.589.147.225.642.190,1,6,2.708.632.622.537.160,483,426,7.716.684.675.795.470,12.417.194.733.958.400,Lunes,Sí,Lluvioso,Comercial,No,Tarde,Restaurante,Alimentos,Plin,Baja,6013.29
107,6.431.540.098.040.210,50.891.293.293.363.700,4,6,25.164.100.075.816.300,495,453,21.354.341.741.956.900,13.665.203.334.097.400,Sábado,No,Nublado,Residencial,No,Mañana,Tienda,Otros,Plin,Alta,8369.35
148,5.843.333.296.938.790,44.526.713.688.825.100,1,2,4.879.881.857.751.690,756,60,1.171.723.350.698.330,4.269.212.522.873.810,Domingo,No,Soleado,Industrial,No,Tarde,Tienda,Alimentos,Tarjeta,Media,5766.9
155,4.011.790.576.690.490,9.789.610.088.266.920,4,1,4.956.728.799.641.980,152,322,6.481.862.447.710.800,11.366.412.925.004.800,Viernes,No,Nublado,Residencial,No,Tarde,Restaurante,Ropa,Tarjeta,Alta,10180.22
82,9.834.758.352.703.970,2.405.364.266.086.660,4,3,3.425.801.566.824.550,377,202,10.949.709.640.484.300,7.361.839.076.025.220,Viernes,No,Lluvioso,Residencial,No,Tarde,Tienda,Ropa,Efectivo,Baja,3474.13
158,11.734.763.998.394.200,25.459.131.871.187.800,1,5,10.720.368.133.567.100,732,131,9.113.971.034.041.690,24.709.293.077.323.500,Lunes,No,Lluvioso,Industrial,No,Noche,Tienda,Ropa,Tarjeta,Alta,6444.09
100,57.943.478.662.803.600,32.727.381.818.457.900,2,4,2.777.765.385.448.410,650,157,10.984.520.912.181.900,2.251.453.832.175.700,Sábado,No,Soleado,Industrial,No,Mañana,Restaurante,Otros,Yape,Baja,3864.36
155,930.437.753.442.738,21.411.945.236.703.200,3,7,2.881.233.954.300.480,295,115,18.679.153.984.995.100,15.425.046.628.421.700,Martes,No,Nublado,Residencial,No,Tarde,Servicio,Ropa,Tarjeta,Baja,6345.46
182,993.517.061.566.972,41.039.731.829.397.700,0,4,28.150.089.266.088.900,107,344,14.742.265.173.495.200,1.269.365.358.556.840,Viernes,No,Lluvioso,Industrial,No,Tarde,Restaurante,Otros,Yape,Media,10767.47
182,10.787.403.032.724.100,9.152.925.156.402.660,0,8,30.627.132.733.400.400,154,57,6.299.582.747.915.970,14.587.311.886.377.000,Sábado,No,Soleado,Industrial,No,Mañana,Tienda,Otros,Yape,Baja,7421.17
52,7.381.033.576.108.870,6.345.804.485.971.450,0,7,584.261.212.074.758,741,151,1.070.432.592.950.710,14.020.284.936.191.400,Martes,No,Lluvioso,Comercial,Sí,Noche,Servicio,Alimentos,Yape,Alta,4333.24
142,6.423.447.245.123.430,4.413.492.211.816.500,1,9,3.700.522.766.617.260,118,280,41.315.553.766.839.100,3.551.933.695.804.540,Lunes,No,Soleado,Industrial,No,Mañana,Servicio,Ropa,Yape,Alta,6281.48
24,6.602.361.072.184.240,9.376.902.548.426.540,1,1,3.705.774.358.788.440,351,90,7.067.610.051.476.000,3.879.739.873.950.820,Viernes,No,Lluvioso,Industrial,Sí,Tarde,Restaurante,Alimentos,Yape,Baja,2549.21
60,9.700.970.664.788.100,9.604.102.085.203.120,2,5,10.196.139.883.004.900,202,432,14.731.343.695.621.600,57.971.907.599.352.100,Jueves,No,Lluvioso,Residencial,Sí,Tarde,Servicio,Ropa,Tarjeta,Media,5471.8
47,10.534.235.732.045.000,2.497.623.690.067.680,0,4,30.660.774.910.061.000,586,200,4.008.243.763.242.830,8.582.911.152.329.100,Jueves,No,Soleado,Industrial,No,Mañana,Servicio,Tecnología,Tarjeta,Alta,4637.48
154,5.452.911.742.052.820,5.875.941.748.466.710,2,6,30.576.253.209.609.800,938,472,12.871.208.464.799.000,18.844.348.273.815.000,Viernes,No,Soleado,Residencial,Sí,Noche,Restaurante,Alimentos,Tarjeta,Media,9887.84
91,6.967.528.065.262.120,6.347.749.920.335.200,0,1,3.571.026.890.856.800,84,301,12.556.452.387.356.700,13.803.954.866.275.900,Miércoles,No,Lluvioso,Comercial,No,Mañana,Servicio,Otros,Plin,Media,7623.25
31,112.155.215.739.932,8.757.963.123.448.240,1,6,884.289.614.607.865,64,354,13.478.930.594.045.800,5.848.266.754.550.650,Viernes,No,Soleado,Residencial,No,Mañana,Servicio,Alimentos,Yape,Media,5101.0
181,10.453.548.157.557.900,43.288.682.001.177.500,3,1,33.192.648.826.974.300,155,329,1.381.198.441.080.300,20.636.979.347.194.500,Viernes,No,Lluvioso,Residencial,No,Mañana,Restaurante,Ropa,Efectivo,Media,8293.99
52,11.878.867.222.099.800,6.666.962.665.893.290,3,1,17.633.837.783.585.300,779,142,8.102.482.693.573.850,1.400.025.468.532.100,Viernes,No,Lluvioso,Comercial,No,Noche,Restaurante,Otros,Tarjeta,Baja,4937.58
67,10.033.986.077.456.600,7.131.670.190.832.310,3,8,27.815.134.572.327.700,945,223,1.054.707.296.473.800,1.288.105.094.550.490,Lunes,No,Nublado,Comercial,No,Mañana,Tienda,Otros,Tarjeta,Baja,6212.1
170,7.145.561.608.223.370,6.562.329.073.904.550,3,2,3.979.955.987.168.340,123,423,966.447.276.821.972,13.839.504.948.880.600,Viernes,No,Lluvioso,Industrial,No,Mañana,Tienda,Otros,Plin,Baja,10720.41
81,8.725.102.671.957.100,3.545.350.631.428.780,4,6,367.540.671.363.356,905,460,5.325.279.565.117.790,5.962.413.427.113.010,Viernes,No,Lluvioso,Residencial,No,Mañana,Restaurante,Ropa,Tarjeta,Media,7801.4
56,9.288.114.033.978.560,13.884.411.741.801.400,0,6,10.350.635.795.509.700,980,48,4.917.026.206.165.900,10.822.301.127.281.900,Lunes,No,Soleado,Residencial,No,Tarde,Tienda,Tecnología,Yape,Alta,2895.32
